       0.000000000000         0.000000000000  38   12
       0.000000000000         0.100000000000  36   14
       0.000000000000         0.200000000000  28   22
       0.000000000000         0.300000000000  33   17
       0.000000000000         0.400000000000  34   16
       0.000000000000         0.500000000000  41   9
       0.000000000000         0.600000000000  33   17

       0.100000000000         0.000000000000  34   16
       0.100000000000         0.100000000000  38   12
       0.100000000000         0.200000000000  37   13
       0.100000000000         0.300000000000  34   16
       0.100000000000         0.400000000000  27   23
       0.100000000000         0.500000000000  40   10
       0.100000000000         0.600000000000  35   15
       
       0.200000000000         0.000000000000  37   13
       0.200000000000         0.100000000000  31   19
       0.200000000000         0.200000000000  37   13
       0.200000000000         0.300000000000  34   16
       0.200000000000         0.400000000000  34   16
       0.200000000000         0.500000000000  37   13
       0.200000000000         0.600000000000  31   19
       
       0.300000000000         0.000000000000  34   16
       0.300000000000         0.100000000000  33   17
       0.300000000000         0.200000000000  32   18
       0.300000000000         0.300000000000  31   19
       0.300000000000         0.400000000000  30   20
       0.300000000000         0.500000000000  35   15
       0.300000000000         0.600000000000  35   15
       
       0.400000000000         0.000000000000  33   17
       0.400000000000         0.100000000000  40   10
       0.400000000000         0.200000000000  33   17
       0.400000000000         0.300000000000  40   10
       0.400000000000         0.400000000000  30   20
       0.400000000000         0.500000000000  36   14
       0.400000000000         0.600000000000  36   14
       
       0.500000000000         0.000000000000  36   14
       0.500000000000         0.100000000000  34   16
       0.500000000000         0.200000000000  34   16
       0.500000000000         0.300000000000  34   16
       0.500000000000         0.400000000000  37   13
       0.500000000000         0.500000000000  33   17
       0.500000000000         0.600000000000  41   9
       
       0.600000000000         0.000000000000  36   14
       0.600000000000         0.100000000000  31   19
       0.600000000000         0.200000000000  31   19
       0.600000000000         0.300000000000  31   19
       0.600000000000         0.400000000000  37   13
       0.600000000000         0.500000000000  38   12
       0.600000000000         0.600000000000  38   12
